timestamp,from_user_id,to_user_id,text_left,text_right,label
2026-05-14T20:56:48.942968,-910000000068,-920000000068,Мне нравятся вечеринки и большие компании. synthetic_batch=20260514205648,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260514205648",negative
2026-05-14T20:56:48.943152,-910000000069,-920000000069,Хочу серьезные отношения и общие планы. synthetic_batch=20260514205648,Ищу легкое общение без обязательств. synthetic_batch=20260514205648,negative
2026-05-14T20:56:48.943343,-910000000070,-920000000070,"Люблю путешествия, спорт и активные выходные. synthetic_batch=20260514205648","Обожаю поездки, прогулки и новые места. synthetic_batch=20260514205648",positive
2026-05-14T20:56:48.943526,-910000000071,-920000000071,"Ценю уют, книги и спокойные вечера. synthetic_batch=20260514205648","Люблю домашний формат, фильмы и долгие разговоры. synthetic_batch=20260514205648",positive
2026-05-14T20:56:48.943702,-910000000072,-920000000072,"Много работаю, развиваю проекты и люблю цели. synthetic_batch=20260514205648","Ценю амбиции, развитие и самостоятельность. synthetic_batch=20260514205648",neutral
2026-05-14T20:56:48.943877,-910000000073,-920000000073,Мне нравятся вечеринки и большие компании. synthetic_batch=20260514205648,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260514205648",negative
2026-05-14T20:56:48.944060,-910000000074,-920000000074,Хочу серьезные отношения и общие планы. synthetic_batch=20260514205648,Ищу легкое общение без обязательств. synthetic_batch=20260514205648,negative
2026-05-14T20:56:48.944243,-910000000075,-920000000075,"Люблю путешествия, спорт и активные выходные. synthetic_batch=20260514205648","Обожаю поездки, прогулки и новые места. synthetic_batch=20260514205648",positive
2026-05-14T20:56:48.944444,-910000000076,-920000000076,"Ценю уют, книги и спокойные вечера. synthetic_batch=20260514205648","Люблю домашний формат, фильмы и долгие разговоры. synthetic_batch=20260514205648",positive
2026-05-14T20:56:48.944657,-910000000077,-920000000077,"Много работаю, развиваю проекты и люблю цели. synthetic_batch=20260514205648","Ценю амбиции, развитие и самостоятельность. synthetic_batch=20260514205648",neutral
2026-05-14T20:56:48.944840,-910000000078,-920000000078,Мне нравятся вечеринки и большие компании. synthetic_batch=20260514205648,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260514205648",negative
2026-05-14T20:56:48.945027,-910000000079,-920000000079,Хочу серьезные отношения и общие планы. synthetic_batch=20260514205648,Ищу легкое общение без обязательств. synthetic_batch=20260514205648,negative
2026-05-14T20:56:48.945214,-910000000080,-920000000080,"Люблю путешествия, спорт и активные выходные. synthetic_batch=20260514205648","Обожаю поездки, прогулки и новые места. synthetic_batch=20260514205648",positive
2026-05-14T20:56:48.945405,-910000000081,-920000000081,"Ценю уют, книги и спокойные вечера. synthetic_batch=20260514205648","Люблю домашний формат, фильмы и долгие разговоры. synthetic_batch=20260514205648",positive
2026-05-14T20:56:48.945583,-910000000082,-920000000082,"Много работаю, развиваю проекты и люблю цели. synthetic_batch=20260514205648","Ценю амбиции, развитие и самостоятельность. synthetic_batch=20260514205648",neutral
2026-05-14T20:56:48.945785,-910000000083,-920000000083,Мне нравятся вечеринки и большие компании. synthetic_batch=20260514205648,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260514205648",negative
2026-05-14T20:56:48.945967,-910000000084,-920000000084,Хочу серьезные отношения и общие планы. synthetic_batch=20260514205648,Ищу легкое общение без обязательств. synthetic_batch=20260514205648,negative
2026-05-14T20:56:48.946216,-910000000085,-920000000085,"Люблю путешествия, спорт и активные выходные. synthetic_batch=20260514205648","Обожаю поездки, прогулки и новые места. synthetic_batch=20260514205648",positive
2026-05-14T20:56:48.946520,-910000000086,-920000000086,"Ценю уют, книги и спокойные вечера. synthetic_batch=20260514205648","Люблю домашний формат, фильмы и долгие разговоры. synthetic_batch=20260514205648",positive
2026-05-14T20:56:48.946750,-910000000087,-920000000087,"Много работаю, развиваю проекты и люблю цели. synthetic_batch=20260514205648","Ценю амбиции, развитие и самостоятельность. synthetic_batch=20260514205648",neutral
2026-05-14T20:56:48.946937,-910000000088,-920000000088,Мне нравятся вечеринки и большие компании. synthetic_batch=20260514205648,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260514205648",negative
2026-05-14T20:56:48.947125,-910000000089,-920000000089,Хочу серьезные отношения и общие планы. synthetic_batch=20260514205648,Ищу легкое общение без обязательств. synthetic_batch=20260514205648,negative
2026-05-14T20:56:48.947331,-910000000090,-920000000090,"Люблю путешествия, спорт и активные выходные. synthetic_batch=20260514205648","Обожаю поездки, прогулки и новые места. synthetic_batch=20260514205648",positive
2026-05-14T20:56:48.947519,-910000000091,-920000000091,"Ценю уют, книги и спокойные вечера. synthetic_batch=20260514205648","Люблю домашний формат, фильмы и долгие разговоры. synthetic_batch=20260514205648",positive
2026-05-14T20:56:48.947705,-910000000092,-920000000092,"Много работаю, развиваю проекты и люблю цели. synthetic_batch=20260514205648","Ценю амбиции, развитие и самостоятельность. synthetic_batch=20260514205648",neutral
2026-05-14T20:56:48.947897,-910000000093,-920000000093,Мне нравятся вечеринки и большие компании. synthetic_batch=20260514205648,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260514205648",negative
2026-05-14T20:56:48.948079,-910000000094,-920000000094,Хочу серьезные отношения и общие планы. synthetic_batch=20260514205648,Ищу легкое общение без обязательств. synthetic_batch=20260514205648,negative
2026-05-14T20:56:48.948255,-910000000095,-920000000095,"Люблю путешествия, спорт и активные выходные. synthetic_batch=20260514205648","Обожаю поездки, прогулки и новые места. synthetic_batch=20260514205648",positive
2026-05-14T20:56:48.948433,-910000000096,-920000000096,"Ценю уют, книги и спокойные вечера. synthetic_batch=20260514205648","Люблю домашний формат, фильмы и долгие разговоры. synthetic_batch=20260514205648",positive
2026-05-14T20:56:48.948682,-910000000097,-920000000097,"Много работаю, развиваю проекты и люблю цели. synthetic_batch=20260514205648","Ценю амбиции, развитие и самостоятельность. synthetic_batch=20260514205648",neutral
2026-05-14T20:56:48.948981,-910000000098,-920000000098,Мне нравятся вечеринки и большие компании. synthetic_batch=20260514205648,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260514205648",negative
2026-05-14T20:56:48.949218,-910000000099,-920000000099,Хочу серьезные отношения и общие планы. synthetic_batch=20260514205648,Ищу легкое общение без обязательств. synthetic_batch=20260514205648,negative
2026-05-17T18:46:17.991809,-910000000000,-920000000000,"Люблю путешествия, спорт и активные выходные. synthetic_batch=20260517184617","Обожаю поездки, прогулки и новые места. synthetic_batch=20260517184617",positive
2026-05-17T18:46:17.992358,-910000000001,-920000000001,"Ценю уют, книги и спокойные вечера. synthetic_batch=20260517184617","Люблю домашний формат, фильмы и долгие разговоры. synthetic_batch=20260517184617",positive
2026-05-17T18:46:17.992845,-910000000002,-920000000002,"Много работаю, развиваю проекты и люблю цели. synthetic_batch=20260517184617","Ценю амбиции, развитие и самостоятельность. synthetic_batch=20260517184617",neutral
2026-05-17T18:46:17.993276,-910000000003,-920000000003,Мне нравятся вечеринки и большие компании. synthetic_batch=20260517184617,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260517184617",negative
2026-05-17T18:46:17.993907,-910000000004,-920000000004,Хочу серьезные отношения и общие планы. synthetic_batch=20260517184617,Ищу легкое общение без обязательств. synthetic_batch=20260517184617,negative
2026-05-17T18:46:17.994704,-910000000005,-920000000005,"Люблю путешествия, спорт и активные выходные. synthetic_batch=20260517184617","Обожаю поездки, прогулки и новые места. synthetic_batch=20260517184617",positive
2026-05-17T18:46:17.995422,-910000000006,-920000000006,"Ценю уют, книги и спокойные вечера. synthetic_batch=20260517184617","Люблю домашний формат, фильмы и долгие разговоры. synthetic_batch=20260517184617",positive
2026-05-17T18:46:17.995950,-910000000007,-920000000007,"Много работаю, развиваю проекты и люблю цели. synthetic_batch=20260517184617","Ценю амбиции, развитие и самостоятельность. synthetic_batch=20260517184617",neutral
2026-05-17T18:46:17.996436,-910000000008,-920000000008,Мне нравятся вечеринки и большие компании. synthetic_batch=20260517184617,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260517184617",negative
2026-05-17T18:46:17.996879,-910000000009,-920000000009,Хочу серьезные отношения и общие планы. synthetic_batch=20260517184617,Ищу легкое общение без обязательств. synthetic_batch=20260517184617,negative
2026-05-17T18:46:17.997403,-910000000010,-920000000010,"Люблю путешествия, спорт и активные выходные. synthetic_batch=20260517184617","Обожаю поездки, прогулки и новые места. synthetic_batch=20260517184617",positive
2026-05-17T18:46:17.998120,-910000000011,-920000000011,"Ценю уют, книги и спокойные вечера. synthetic_batch=20260517184617","Люблю домашний формат, фильмы и долгие разговоры. synthetic_batch=20260517184617",positive
2026-05-17T18:46:17.998880,-910000000012,-920000000012,"Много работаю, развиваю проекты и люблю цели. synthetic_batch=20260517184617","Ценю амбиции, развитие и самостоятельность. synthetic_batch=20260517184617",neutral
2026-05-17T18:46:17.999394,-910000000013,-920000000013,Мне нравятся вечеринки и большие компании. synthetic_batch=20260517184617,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260517184617",negative
2026-05-17T18:46:17.999936,-910000000014,-920000000014,Хочу серьезные отношения и общие планы. synthetic_batch=20260517184617,Ищу легкое общение без обязательств. synthetic_batch=20260517184617,negative
2026-05-17T18:46:18.000368,-910000000015,-920000000015,"Люблю путешествия, спорт и активные выходные. synthetic_batch=20260517184617","Обожаю поездки, прогулки и новые места. synthetic_batch=20260517184617",positive
2026-05-17T18:46:18.000811,-910000000016,-920000000016,"Ценю уют, книги и спокойные вечера. synthetic_batch=20260517184617","Люблю домашний формат, фильмы и долгие разговоры. synthetic_batch=20260517184617",positive
2026-05-17T18:46:18.001251,-910000000017,-920000000017,"Много работаю, развиваю проекты и люблю цели. synthetic_batch=20260517184617","Ценю амбиции, развитие и самостоятельность. synthetic_batch=20260517184617",neutral
2026-05-17T18:46:18.001682,-910000000018,-920000000018,Мне нравятся вечеринки и большие компании. synthetic_batch=20260517184617,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260517184617",negative
2026-05-17T18:46:18.002137,-910000000019,-920000000019,Хочу серьезные отношения и общие планы. synthetic_batch=20260517184617,Ищу легкое общение без обязательств. synthetic_batch=20260517184617,negative
2026-05-17T18:46:18.002684,-910000000020,-920000000020,"Люблю путешествия, спорт и активные выходные. synthetic_batch=20260517184617","Обожаю поездки, прогулки и новые места. synthetic_batch=20260517184617",positive
2026-05-17T18:46:18.003251,-910000000021,-920000000021,"Ценю уют, книги и спокойные вечера. synthetic_batch=20260517184617","Люблю домашний формат, фильмы и долгие разговоры. synthetic_batch=20260517184617",positive
2026-05-17T18:46:18.003694,-910000000022,-920000000022,"Много работаю, развиваю проекты и люблю цели. synthetic_batch=20260517184617","Ценю амбиции, развитие и самостоятельность. synthetic_batch=20260517184617",neutral
2026-05-17T18:46:18.004104,-910000000023,-920000000023,Мне нравятся вечеринки и большие компании. synthetic_batch=20260517184617,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260517184617",negative
2026-05-17T18:46:18.004443,-910000000024,-920000000024,Хочу серьезные отношения и общие планы. synthetic_batch=20260517184617,Ищу легкое общение без обязательств. synthetic_batch=20260517184617,negative
2026-05-17T18:46:18.004891,-910000000025,-920000000025,"Люблю путешествия, спорт и активные выходные. synthetic_batch=20260517184617","Обожаю поездки, прогулки и новые места. synthetic_batch=20260517184617",positive
2026-05-17T18:46:18.005478,-910000000026,-920000000026,"Ценю уют, книги и спокойные вечера. synthetic_batch=20260517184617","Люблю домашний формат, фильмы и долгие разговоры. synthetic_batch=20260517184617",positive
2026-05-17T18:46:18.006014,-910000000027,-920000000027,"Много работаю, развиваю проекты и люблю цели. synthetic_batch=20260517184617","Ценю амбиции, развитие и самостоятельность. synthetic_batch=20260517184617",neutral
2026-05-17T18:46:18.006490,-910000000028,-920000000028,Мне нравятся вечеринки и большие компании. synthetic_batch=20260517184617,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260517184617",negative
2026-05-17T18:46:18.006922,-910000000029,-920000000029,Хочу серьезные отношения и общие планы. synthetic_batch=20260517184617,Ищу легкое общение без обязательств. synthetic_batch=20260517184617,negative
2026-05-17T18:46:18.007362,-910000000030,-920000000030,"Люблю путешествия, спорт и активные выходные. synthetic_batch=20260517184617","Обожаю поездки, прогулки и новые места. synthetic_batch=20260517184617",positive
2026-05-17T18:46:18.007797,-910000000031,-920000000031,"Ценю уют, книги и спокойные вечера. synthetic_batch=20260517184617","Люблю домашний формат, фильмы и долгие разговоры. synthetic_batch=20260517184617",positive
2026-05-17T18:46:18.008260,-910000000032,-920000000032,"Много работаю, развиваю проекты и люблю цели. synthetic_batch=20260517184617","Ценю амбиции, развитие и самостоятельность. synthetic_batch=20260517184617",neutral
2026-05-17T18:46:18.008826,-910000000033,-920000000033,Мне нравятся вечеринки и большие компании. synthetic_batch=20260517184617,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260517184617",negative
2026-05-17T18:46:18.009276,-910000000034,-920000000034,Хочу серьезные отношения и общие планы. synthetic_batch=20260517184617,Ищу легкое общение без обязательств. synthetic_batch=20260517184617,negative
2026-05-17T18:46:18.009779,-910000000035,-920000000035,"Люблю путешествия, спорт и активные выходные. synthetic_batch=20260517184617","Обожаю поездки, прогулки и новые места. synthetic_batch=20260517184617",positive
2026-05-17T18:46:18.010256,-910000000036,-920000000036,"Ценю уют, книги и спокойные вечера. synthetic_batch=20260517184617","Люблю домашний формат, фильмы и долгие разговоры. synthetic_batch=20260517184617",positive
2026-05-17T18:46:18.010795,-910000000037,-920000000037,"Много работаю, развиваю проекты и люблю цели. synthetic_batch=20260517184617","Ценю амбиции, развитие и самостоятельность. synthetic_batch=20260517184617",neutral
2026-05-17T18:46:18.011491,-910000000038,-920000000038,Мне нравятся вечеринки и большие компании. synthetic_batch=20260517184617,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260517184617",negative
2026-05-17T18:46:18.012034,-910000000039,-920000000039,Хочу серьезные отношения и общие планы. synthetic_batch=20260517184617,Ищу легкое общение без обязательств. synthetic_batch=20260517184617,negative
2026-05-17T18:46:18.012516,-910000000040,-920000000040,"Люблю путешествия, спорт и активные выходные. synthetic_batch=20260517184617","Обожаю поездки, прогулки и новые места. synthetic_batch=20260517184617",positive
2026-05-17T18:46:18.012864,-910000000041,-920000000041,"Ценю уют, книги и спокойные вечера. synthetic_batch=20260517184617","Люблю домашний формат, фильмы и долгие разговоры. synthetic_batch=20260517184617",positive
2026-05-17T18:46:18.013331,-910000000042,-920000000042,"Много работаю, развиваю проекты и люблю цели. synthetic_batch=20260517184617","Ценю амбиции, развитие и самостоятельность. synthetic_batch=20260517184617",neutral
2026-05-17T18:46:18.013962,-910000000043,-920000000043,Мне нравятся вечеринки и большие компании. synthetic_batch=20260517184617,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260517184617",negative
2026-05-17T18:46:18.014622,-910000000044,-920000000044,Хочу серьезные отношения и общие планы. synthetic_batch=20260517184617,Ищу легкое общение без обязательств. synthetic_batch=20260517184617,negative
2026-05-17T18:46:18.015317,-910000000045,-920000000045,"Люблю путешествия, спорт и активные выходные. synthetic_batch=20260517184617","Обожаю поездки, прогулки и новые места. synthetic_batch=20260517184617",positive
2026-05-17T18:46:18.015992,-910000000046,-920000000046,"Ценю уют, книги и спокойные вечера. synthetic_batch=20260517184617","Люблю домашний формат, фильмы и долгие разговоры. synthetic_batch=20260517184617",positive
2026-05-17T18:46:18.016688,-910000000047,-920000000047,"Много работаю, развиваю проекты и люблю цели. synthetic_batch=20260517184617","Ценю амбиции, развитие и самостоятельность. synthetic_batch=20260517184617",neutral
2026-05-17T18:46:18.017316,-910000000048,-920000000048,Мне нравятся вечеринки и большие компании. synthetic_batch=20260517184617,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260517184617",negative
2026-05-17T18:46:18.017901,-910000000049,-920000000049,Хочу серьезные отношения и общие планы. synthetic_batch=20260517184617,Ищу легкое общение без обязательств. synthetic_batch=20260517184617,negative
2026-05-17T18:46:18.018751,-910000000050,-920000000050,"Люблю путешествия, спорт и активные выходные. synthetic_batch=20260517184617","Обожаю поездки, прогулки и новые места. synthetic_batch=20260517184617",positive
2026-05-17T18:46:18.019431,-910000000051,-920000000051,"Ценю уют, книги и спокойные вечера. synthetic_batch=20260517184617","Люблю домашний формат, фильмы и долгие разговоры. synthetic_batch=20260517184617",positive
2026-05-17T18:46:18.019910,-910000000052,-920000000052,"Много работаю, развиваю проекты и люблю цели. synthetic_batch=20260517184617","Ценю амбиции, развитие и самостоятельность. synthetic_batch=20260517184617",neutral
2026-05-17T18:46:18.020528,-910000000053,-920000000053,Мне нравятся вечеринки и большие компании. synthetic_batch=20260517184617,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260517184617",negative
2026-05-17T18:46:18.021041,-910000000054,-920000000054,Хочу серьезные отношения и общие планы. synthetic_batch=20260517184617,Ищу легкое общение без обязательств. synthetic_batch=20260517184617,negative
2026-05-17T18:46:18.021557,-910000000055,-920000000055,"Люблю путешествия, спорт и активные выходные. synthetic_batch=20260517184617","Обожаю поездки, прогулки и новые места. synthetic_batch=20260517184617",positive
2026-05-17T18:46:18.022113,-910000000056,-920000000056,"Ценю уют, книги и спокойные вечера. synthetic_batch=20260517184617","Люблю домашний формат, фильмы и долгие разговоры. synthetic_batch=20260517184617",positive
2026-05-17T18:46:18.022577,-910000000057,-920000000057,"Много работаю, развиваю проекты и люблю цели. synthetic_batch=20260517184617","Ценю амбиции, развитие и самостоятельность. synthetic_batch=20260517184617",neutral
2026-05-17T18:46:18.022965,-910000000058,-920000000058,Мне нравятся вечеринки и большие компании. synthetic_batch=20260517184617,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260517184617",negative
2026-05-17T18:46:18.023436,-910000000059,-920000000059,Хочу серьезные отношения и общие планы. synthetic_batch=20260517184617,Ищу легкое общение без обязательств. synthetic_batch=20260517184617,negative
2026-05-17T18:46:18.023916,-910000000060,-920000000060,"Люблю путешествия, спорт и активные выходные. synthetic_batch=20260517184617","Обожаю поездки, прогулки и новые места. synthetic_batch=20260517184617",positive
2026-05-17T18:46:18.024406,-910000000061,-920000000061,"Ценю уют, книги и спокойные вечера. synthetic_batch=20260517184617","Люблю домашний формат, фильмы и долгие разговоры. synthetic_batch=20260517184617",positive
2026-05-17T18:46:18.024901,-910000000062,-920000000062,"Много работаю, развиваю проекты и люблю цели. synthetic_batch=20260517184617","Ценю амбиции, развитие и самостоятельность. synthetic_batch=20260517184617",neutral
2026-05-17T18:46:18.025467,-910000000063,-920000000063,Мне нравятся вечеринки и большие компании. synthetic_batch=20260517184617,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260517184617",negative
2026-05-17T18:46:18.025941,-910000000064,-920000000064,Хочу серьезные отношения и общие планы. synthetic_batch=20260517184617,Ищу легкое общение без обязательств. synthetic_batch=20260517184617,negative
2026-05-17T18:46:18.026447,-910000000065,-920000000065,"Люблю путешествия, спорт и активные выходные. synthetic_batch=20260517184617","Обожаю поездки, прогулки и новые места. synthetic_batch=20260517184617",positive
2026-05-17T18:46:18.026897,-910000000066,-920000000066,"Ценю уют, книги и спокойные вечера. synthetic_batch=20260517184617","Люблю домашний формат, фильмы и долгие разговоры. synthetic_batch=20260517184617",positive
2026-05-17T18:46:18.027316,-910000000067,-920000000067,"Много работаю, развиваю проекты и люблю цели. synthetic_batch=20260517184617","Ценю амбиции, развитие и самостоятельность. synthetic_batch=20260517184617",neutral
2026-05-17T18:46:18.027704,-910000000068,-920000000068,Мне нравятся вечеринки и большие компании. synthetic_batch=20260517184617,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260517184617",negative
2026-05-17T18:46:18.028196,-910000000069,-920000000069,Хочу серьезные отношения и общие планы. synthetic_batch=20260517184617,Ищу легкое общение без обязательств. synthetic_batch=20260517184617,negative
2026-05-17T18:46:18.028613,-910000000070,-920000000070,"Люблю путешествия, спорт и активные выходные. synthetic_batch=20260517184617","Обожаю поездки, прогулки и новые места. synthetic_batch=20260517184617",positive
2026-05-17T18:46:18.029088,-910000000071,-920000000071,"Ценю уют, книги и спокойные вечера. synthetic_batch=20260517184617","Люблю домашний формат, фильмы и долгие разговоры. synthetic_batch=20260517184617",positive
2026-05-17T18:46:18.029517,-910000000072,-920000000072,"Много работаю, развиваю проекты и люблю цели. synthetic_batch=20260517184617","Ценю амбиции, развитие и самостоятельность. synthetic_batch=20260517184617",neutral
2026-05-17T18:46:18.029906,-910000000073,-920000000073,Мне нравятся вечеринки и большие компании. synthetic_batch=20260517184617,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260517184617",negative
2026-05-17T18:46:18.030341,-910000000074,-920000000074,Хочу серьезные отношения и общие планы. synthetic_batch=20260517184617,Ищу легкое общение без обязательств. synthetic_batch=20260517184617,negative
2026-05-17T18:46:18.030829,-910000000075,-920000000075,"Люблю путешествия, спорт и активные выходные. synthetic_batch=20260517184617","Обожаю поездки, прогулки и новые места. synthetic_batch=20260517184617",positive
2026-05-17T18:46:18.031447,-910000000076,-920000000076,"Ценю уют, книги и спокойные вечера. synthetic_batch=20260517184617","Люблю домашний формат, фильмы и долгие разговоры. synthetic_batch=20260517184617",positive
2026-05-17T18:46:18.031968,-910000000077,-920000000077,"Много работаю, развиваю проекты и люблю цели. synthetic_batch=20260517184617","Ценю амбиции, развитие и самостоятельность. synthetic_batch=20260517184617",neutral
2026-05-17T18:46:18.032427,-910000000078,-920000000078,Мне нравятся вечеринки и большие компании. synthetic_batch=20260517184617,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260517184617",negative
2026-05-17T18:46:18.032916,-910000000079,-920000000079,Хочу серьезные отношения и общие планы. synthetic_batch=20260517184617,Ищу легкое общение без обязательств. synthetic_batch=20260517184617,negative
2026-05-17T18:46:18.033536,-910000000080,-920000000080,"Люблю путешествия, спорт и активные выходные. synthetic_batch=20260517184617","Обожаю поездки, прогулки и новые места. synthetic_batch=20260517184617",positive
2026-05-17T18:46:18.034150,-910000000081,-920000000081,"Ценю уют, книги и спокойные вечера. synthetic_batch=20260517184617","Люблю домашний формат, фильмы и долгие разговоры. synthetic_batch=20260517184617",positive
2026-05-17T18:46:18.034809,-910000000082,-920000000082,"Много работаю, развиваю проекты и люблю цели. synthetic_batch=20260517184617","Ценю амбиции, развитие и самостоятельность. synthetic_batch=20260517184617",neutral
2026-05-17T18:46:18.035350,-910000000083,-920000000083,Мне нравятся вечеринки и большие компании. synthetic_batch=20260517184617,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260517184617",negative
2026-05-17T18:46:18.035948,-910000000084,-920000000084,Хочу серьезные отношения и общие планы. synthetic_batch=20260517184617,Ищу легкое общение без обязательств. synthetic_batch=20260517184617,negative
2026-05-17T18:46:18.036623,-910000000085,-920000000085,"Люблю путешествия, спорт и активные выходные. synthetic_batch=20260517184617","Обожаю поездки, прогулки и новые места. synthetic_batch=20260517184617",positive
2026-05-17T18:46:18.037317,-910000000086,-920000000086,"Ценю уют, книги и спокойные вечера. synthetic_batch=20260517184617","Люблю домашний формат, фильмы и долгие разговоры. synthetic_batch=20260517184617",positive
2026-05-17T18:46:18.037968,-910000000087,-920000000087,"Много работаю, развиваю проекты и люблю цели. synthetic_batch=20260517184617","Ценю амбиции, развитие и самостоятельность. synthetic_batch=20260517184617",neutral
2026-05-17T18:46:18.038597,-910000000088,-920000000088,Мне нравятся вечеринки и большие компании. synthetic_batch=20260517184617,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260517184617",negative
2026-05-17T18:46:18.039319,-910000000089,-920000000089,Хочу серьезные отношения и общие планы. synthetic_batch=20260517184617,Ищу легкое общение без обязательств. synthetic_batch=20260517184617,negative
2026-05-17T18:46:18.040175,-910000000090,-920000000090,"Люблю путешествия, спорт и активные выходные. synthetic_batch=20260517184617","Обожаю поездки, прогулки и новые места. synthetic_batch=20260517184617",positive
2026-05-17T18:46:18.040965,-910000000091,-920000000091,"Ценю уют, книги и спокойные вечера. synthetic_batch=20260517184617","Люблю домашний формат, фильмы и долгие разговоры. synthetic_batch=20260517184617",positive
2026-05-17T18:46:18.042023,-910000000092,-920000000092,"Много работаю, развиваю проекты и люблю цели. synthetic_batch=20260517184617","Ценю амбиции, развитие и самостоятельность. synthetic_batch=20260517184617",neutral
2026-05-17T18:46:18.043048,-910000000093,-920000000093,Мне нравятся вечеринки и большие компании. synthetic_batch=20260517184617,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260517184617",negative
2026-05-17T18:46:18.044220,-910000000094,-920000000094,Хочу серьезные отношения и общие планы. synthetic_batch=20260517184617,Ищу легкое общение без обязательств. synthetic_batch=20260517184617,negative
2026-05-17T18:46:18.045035,-910000000095,-920000000095,"Люблю путешествия, спорт и активные выходные. synthetic_batch=20260517184617","Обожаю поездки, прогулки и новые места. synthetic_batch=20260517184617",positive
2026-05-17T18:46:18.046005,-910000000096,-920000000096,"Ценю уют, книги и спокойные вечера. synthetic_batch=20260517184617","Люблю домашний формат, фильмы и долгие разговоры. synthetic_batch=20260517184617",positive
2026-05-17T18:46:18.046950,-910000000097,-920000000097,"Много работаю, развиваю проекты и люблю цели. synthetic_batch=20260517184617","Ценю амбиции, развитие и самостоятельность. synthetic_batch=20260517184617",neutral
2026-05-17T18:46:18.047704,-910000000098,-920000000098,Мне нравятся вечеринки и большие компании. synthetic_batch=20260517184617,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260517184617",negative
2026-05-17T18:46:18.048617,-910000000099,-920000000099,Хочу серьезные отношения и общие планы. synthetic_batch=20260517184617,Ищу легкое общение без обязательств. synthetic_batch=20260517184617,negative
